Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Computer Station,97063,SCHOOL BOARD WAREHOUSE,10/06/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/10/2016,,SBS7935B,,,3685565153,$3000,,$0.77,,0
Metal Cart with Bins,97064,SCHOOL BOARD WAREHOUSE,10/06/2016,$23.57,$0.54,23%,$5.42,$5.42,Successful,10/10/2016,,SBS7949,,,3685563375,$3000,,$18.15,,0
Wascomat Washing Machine,97065,SCHOOL BOARD WAREHOUSE,10/06/2016,$5.50,$0.13,23%,$1.27,$1.27,Successful,10/11/2016,,SBS7917,,,3685625928,$3000,,$4.24,,0
Cres- Cor Warmer,97066,SCHOOL BOARD WAREHOUSE,10/06/2016,$226.00,$5.20,23%,$51.98,$51.98,Successful,10/12/2016,,SBS-7910,,,3685763794,$3000,,$174.02,,0
Office Electronics,97067,HEALTH,10/11/2016,$28.00,$0.64,23%,$6.44,$6.44,Successful,10/11/2016,,"109090, 109089, 109091, 109317",,,3685638873,$3000,,$21.56,,0
Refrigerator,97068,SCHOOL BOARD FOOD SERVICE,10/11/2016,$155.00,$3.56,23%,$35.65,$35.65,Successful,10/13/2016,it397636,FSBS-0271,,,3685845193,$3000,,$119.35,,0
Refrigerator,97069,SCHOOL BOARD FOOD SERVICE,10/11/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/13/2016,it397623,FSBS-0267,,,3685845197,$3000,,$20.79,,0
Refrigerator,97070,SCHOOL BOARD FOOD SERVICE,10/11/2016,$278.00,$6.39,23%,$63.94,$63.94,Successful,10/17/2016,387619,FSBS-0269,,,3686209404,$3000,,$214.06,,0
Cabinet,97071,SCHOOL BOARD FOOD SERVICE,10/11/2016,$35.88,$0.83,23%,$8.25,$8.25,Successful,10/11/2016,it387629,FSBS-0268,,,3685649538,$3000,,$27.63,,0
Mixer,97072,SCHOOL BOARD FOOD SERVICE,10/11/2016,$920.00,$21.16,23%,$211.60,$211.60,Successful,10/17/2016,it387645,FSBS-0270,,,3686220695,$3000,,$708.40,,0
Oven,97073,SCHOOL BOARD FOOD SERVICE,10/11/2016,$516.00,$11.87,23%,$118.68,$118.68,Successful,10/18/2016,it220688,FSBS-0277,,,3686319913,$3000,,$397.32,,0
Oven,97074,SCHOOL BOARD FOOD SERVICE,10/11/2016,$896.00,$20.61,23%,$206.08,$206.08,Successful,10/17/2016,it220687,FSBS-0276,,,3686209411,$3000,,$689.92,,0
2 Televisions,97075,POLICE DEPARTMENT,10/11/2016,$5.50,$0.13,23%,$1.27,$1.27,Successful,10/11/2016,,"109205, 109206",,,3685650954,$3000,,$4.24,,0
2 Music Stands,97076,WATER SERVICES,10/11/2016,$21.00,$0.48,23%,$4.83,$4.83,Successful,10/12/2016,,"WS-109080, WS-109081",,,3685720985,$3000,,$16.17,,0
Ram,97077,ITS,10/11/2016,$37.69,$0.87,23%,$8.67,$8.67,Successful,10/11/2016,,109219,,,3685652230,$3000,,$29.02,,0
Flip Video,97078,POLICE DEPARTMENT,10/11/2016,$13.51,$0.31,23%,$3.11,$3.11,Successful,10/11/2016,,109211,,,3685649304,$3000,,$10.40,,0
Binder Clips,97079,POLICE DEPARTMENT,10/11/2016,$56.01,$1.29,23%,$12.88,$12.88,Successful,10/18/2016,,109214,,,3686335779,$3000,,$43.13,,0
Camera,97080,POLICE DEPARTMENT,10/11/2016,$78.03,$1.79,23%,$17.95,$17.95,Successful,10/11/2016,,109212,,,3685652651,$3000,,$60.08,,0
Dell Computer,97081,POLICE DEPARTMENT,10/11/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/11/2016,,109209,,,3685665293,$3000,,$20.79,,0
Dell Computer,97082,POLICE DEPARTMENT,10/11/2016,$42.00,$0.97,23%,$9.66,$9.66,Successful,10/11/2016,,109208,,,3685665296,$3000,,$32.34,,0
Madden Girl Boots,97083,DRUG TASK FORCE,10/11/2016,$7.15,$0.16,23%,$1.64,$1.64,Successful,10/25/2016,,TF-333-058-EE,,,3687012584,$3000,,$5.51,,0
Aldo Shoes,97084,DRUG TASK FORCE,10/11/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/13/2016,,TF-333-058HH,,,3685845201,$3000,,$2.31,,0
Dell Laptop,97085,ITS,10/11/2016,$58.00,$1.33,23%,$13.34,$13.34,Successful,10/11/2016,,106543,,,3685647449,$3000,,$44.66,,0
Mirror,97086,DRUG TASK FORCE,10/11/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/13/2016,,TF-332-078,,,3685845210,$3000,,$12.32,,0
Office Electronics,97087,POLICE DEPARTMENT,10/12/2016,$31.00,$0.71,23%,$7.13,$7.13,Successful,10/25/2016,,"109204, 109210, 109213, 109215, 109216, 109218, 109222, 109223, 109224",,,3687014494,$3000,,$23.87,,0
Desk,97088,POLICE DEPARTMENT,10/12/2016,$16.00,,23%,$3.68,$3.68,Successful,10/17/2016,,108918,,,Money Order,$3000,,$12.32,,0
Mobile Industries Riding Pallet Jack,97089,SURPLUS WAREHOUSE,10/12/2016,$345.00,$7.94,23%,$79.35,$79.35,Successful,10/12/2016,,109381,,,3685753222,$3000,,$265.65,,0
Office Electronics,97090,PUBLIC LIBRARY,10/12/2016,$14.00,$0.32,23%,$3.22,$3.22,Successful,10/31/2016,,"108201, 108202, 108203, 108204, 108207, 108208, 108210, 108211, 108214, 108218, 108219, 108220, 208221",,,3687605544,$3000,,$10.78,,0
Office Electronics,97091,PUBLIC LIBRARY,10/12/2016,$31.00,$0.71,23%,$7.13,$7.13,Successful,10/25/2016,,"108212, 108213, 108215, 108216, 108217, 108222, 108225, 108226, 108227, 108228, 108229, 108230, 108231, 108232, 108233, 108234, 108235, 108236, 108237",,,3687014497,$3000,,$23.87,,0
Office Electronics,97092,STATE TRIAL COURT,10/12/2016,$25.00,$0.58,23%,$5.75,$5.75,Successful,10/17/2016,,"108420, 108421, 108422, 108423, 108424, 108425, 108426, 108427, 108428, 108429, 108430, 108431, 108432, 108433, 108434, 108437, 108438, 108439, 108440, 108441, 108442, 108444",,,3686192195,$3000,,$19.25,,0
Office Electronics,97093,PLANNING,10/12/2016,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/31/2016,,"108482, 108483, 108489, 108490, 108491, 108492, 108493, 108494, 108495, 108496",,,3687605548,$3000,,$24.64,,0
Office Electronics,97094,SHERIFF,10/12/2016,$80.00,$1.84,23%,$18.40,$18.40,Successful,10/25/2016,,"109130A, 109142, 109144, 109145, 109146, 109147, 109157, 109148, 109149, 109150, 109151, 109152, 109153, 109154, 109155, 109156",,,3687014501,$3000,,$61.60,,0
Office Electronics,97095,SHERIFF,10/12/2016,$69.00,$1.59,23%,$15.87,$15.87,Successful,10/25/2016,,"104499, 104507, 104508, 104510, 104511, 104512, 104513, 104514, 104515, 104516, 104517, 104518, 104520, 104525, 104526, 104527, 104528, 104529, 104530, 104534, 104535, 104536",,,3687014511,$3000,,$53.13,,0
Christmas Decor,97096,PUBLIC LIBRARY,10/12/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/12/2016,,108770,,,3685759851,$3000,,$8.47,,0
8 Light Fixtures,97097,WATER SERVICES,10/12/2016,$84.69,$1.95,23%,$19.48,$19.48,Successful,10/19/2016,,WS-109372,,,3686416933,$3000,,$65.21,,0
Table,97099,WATER SERVICES,10/12/2016,$3.01,,23%,$0.69,$0.69,Successful,10/27/2016,,WS-109354,,,Cashiers Check,$3000,,$2.32,,0
Table,97100,WATER SERVICES,10/12/2016,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/17/2016,,WS-94576,,,3686255001,$3000,,$10.01,,0
File Cabinet,97101,GENERAL SERVICES,10/12/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/14/2016,,108751,,,3685936381,$3000,,$8.47,,0
Telephones,97102,ITS,10/12/2016,$333.00,$7.66,23%,$76.59,$76.59,Successful,10/13/2016,,108600,,,3685835621,$3000,,$256.41,,0
Dell Server,97103,ITS,10/12/2016,$17.00,,23%,$3.91,$3.91,Successful,10/13/2016,,108480,,,Money Order,$3000,,$13.09,,0
Dell Server,97104,ITS,10/12/2016,$26.00,$0.60,23%,$5.98,$5.98,Successful,10/15/2016,,108479,,,3686010618,$3000,,$20.02,,0
Phone Server,97105,ITS,10/12/2016,$11.69,$0.27,23%,$2.69,$2.69,Successful,10/13/2016,,108478,,,3685824866,$3000,,$9.00,,0
Mobile Printers,97106,POLICE DEPARTMENT,10/11/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/31/2016,,"108412, 108413, 108414",,,3687605556,$3000,,$8.47,,0
Office Electronics,97107,POLICE DEPARTMENT,10/11/2016,$8.99,$0.21,23%,$2.07,$2.07,Successful,10/17/2016,,"108737, 108436, 108640, 108641, 108734, 108731, 108732, 108733",,,3686192201,$3000,,$6.92,,0
Office Electronics,97108,POLICE DEPARTMENT,10/11/2016,$10.51,$0.24,23%,$2.42,$2.42,Successful,10/13/2016,,"108885, 108884, 108883, 108886, 108955, 108888, 108889, 108956, 108887",,,3685845213,$3000,,$8.09,,0
Office Electronics & Equipment,97109,POLICE DEPARTMENT,10/11/2016,$18.00,$0.41,23%,$4.14,$4.14,Successful,10/11/2016,,"108730, 108735, 108415, 108643, 108629, 108642",,,3685640586,$3000,,$13.86,,0
Scale,97111,POLICE DEPARTMENT,10/11/2016,$39.00,$0.90,23%,$8.97,$8.97,Successful,10/17/2016,,107197,,,3686240718,$3000,,$30.03,,0
Server,97112,POLICE DEPARTMENT,10/11/2016,$6.57,,23%,$1.51,$1.51,Successful,10/13/2016,,108520,,,Money Order,$3000,,$5.06,,0
Server,97113,POLICE DEPARTMENT,10/11/2016,$6.57,,23%,$1.51,$1.51,Successful,10/13/2016,,108518,,,Money Order,$3000,,$5.06,,0
Server,97114,POLICE DEPARTMENT,10/11/2016,$6.57,,23%,$1.51,$1.51,Successful,10/13/2016,,108519,,,Money Order,$3000,,$5.06,,0
Server,97115,POLICE DEPARTMENT,10/11/2016,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/11/2016,,108375,,,3685666177,$3000,,$24.64,,0
Dell 780 Computer,97116,ITS,10/12/2016,$67.88,$1.56,23%,$15.61,$15.61,Successful,10/13/2016,,105065,,,3685830944,$3000,,$52.27,,0
Dell 780 Computer,97117,ITS,10/12/2016,$56.88,$1.31,23%,$13.08,$13.08,Successful,10/13/2016,,105063,,,3685824867,$3000,,$43.80,,0
Dell 780 Computer,97118,ITS,10/12/2016,$42.00,$0.97,23%,$9.66,$9.66,Successful,10/17/2016,,105070,,,3686196958,$3000,,$32.34,,0
Dell 780 Computer,97119,ITS,10/12/2016,$53.00,$1.22,23%,$12.19,$12.19,Successful,10/13/2016,,105073,,,3685824869,$3000,,$40.81,,0
Dell 780 Computer,97120,ITS,10/12/2016,$43.00,$0.99,23%,$9.89,$9.89,Successful,10/17/2016,,105064,,,3686196964,$3000,,$33.11,,0
Dell 780 Computer,97121,ITS,10/12/2016,$34.00,$0.78,23%,$7.82,$7.82,Successful,10/31/2016,,105075,,,3687609728,$3000,,$26.18,,0
Dell 780 Computer,97122,ITS,10/12/2016,$53.00,$1.22,23%,$12.19,$12.19,Successful,10/31/2016,,105067,,,3687609458,$3000,,$40.81,,0
Tread Mill,97124,PARKS,10/13/2016,$74.00,$1.70,23%,$17.02,$17.02,Successful,10/24/2016,,108755,,,3686870988,$3000,,$56.98,,0
Exercise Equipment,97125,PARKS,10/13/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/17/2016,,108760,,,3686255656,$3000,,$1.54,,0
Exercise Bike,97126,PARKS,10/13/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/17/2016,,108759,,,3686255657,$3000,,$2.31,,0
3 Weed Eaters,97127,SHERIFF,10/13/2016,$395.00,$9.08,23%,$90.85,$90.85,Successful,10/13/2016,,"109226, 109236, 109237",,,3685863332,$3000,,$304.15,,0
3 Weed Eaters,97128,SHERIFF,10/13/2016,$425.00,$9.78,23%,$97.75,$97.75,Successful,10/13/2016,,"109225, 109230, 109241",,,3685863339,$3000,,$327.25,,0
3 Weed Eaters,97129,SHERIFF,10/13/2016,$360.00,$8.28,23%,$82.80,$82.80,Successful,10/13/2016,,"109231, 109232, 109239",,,3685863347,$3000,,$277.20,,0
5 Weed Eaters & 3 Motors,97130,SHERIFF,10/13/2016,$398.88,$9.17,23%,$91.74,$91.74,Successful,10/13/2016,,"109240, 109238, 109233, 109234, 109227, 109229, 109228, 109235",,,3685863357,$3000,,$307.14,,0
6 Video Teleconference w/Monitors,97131,SHERIFF,10/13/2016,$37.69,$0.87,23%,$8.67,$8.67,Successful,10/31/2016,,"109135, 109136, 109138, 109134, 109133, 109137",,,3687605560,$3000,,$29.02,,0
Mice,97132,SHERIFF,10/13/2016,$7.57,$0.17,23%,$1.74,$1.74,Successful,10/13/2016,,109132,,,3685845220,$3000,,$5.83,,0
Speakers,97133,SHERIFF,10/13/2016,$4.50,$0.10,23%,$1.04,$1.04,Successful,10/23/2016,,109100,,,3686852192,$3000,,$3.47,,0
Dell Computer,97134,SHERIFF,10/13/2016,$83.00,$1.91,23%,$19.09,$19.09,Successful,10/19/2016,,109186,,,3686417973,$3000,,$63.91,,0
Dell Computer,97135,SHERIFF,10/13/2016,$81.00,$1.86,23%,$18.63,$18.63,Successful,10/13/2016,,109190,,,3685852578,$3000,,$62.37,,0
Dell Computer,97136,SHERIFF,10/13/2016,$75.00,$1.72,23%,$17.25,$17.25,Successful,10/13/2016,,109193,,,3685843379,$3000,,$57.75,,0
Dell Computer,97137,SHERIFF,10/13/2016,$70.00,$1.61,23%,$16.10,$16.10,Successful,10/13/2016,,109191,,,3685853966,$3000,,$53.90,,0
Dell Computer,97139,SHERIFF,10/13/2016,$76.00,$1.75,23%,$17.48,$17.48,Successful,10/13/2016,,109195,,,3685853973,$3000,,$58.52,,0
Dell Computer,97140,SHERIFF,10/13/2016,$76.00,$1.75,23%,$17.48,$17.48,Successful,10/13/2016,,109196,,,3685845042,$3000,,$58.52,,0
20 Dell Computers,97141,SHERIFF,10/13/2016,$365.00,$8.40,23%,$83.95,$83.95,Successful,10/24/2016,,"109140, 109141, 109143, 109098, 109162, 109180, 109176, 109175, 109166, 109169, 109173, 109167, 109170, 109185, 109179, 109184, 109168, 109194, 109192, 109139, 109178, 109177, 109183, 109164, 109181, 109171",,,3686909937,$3000,,$281.05,,0
5 Chairs,97142,GENERAL SERVICES,10/13/2016,$9.01,,23%,$2.07,$2.07,Successful,10/27/2016,,"109680, 109679, 109522, 109682, 109512",,,Cashiers Check,$3000,,$6.94,,0
5 Chairs,97143,GENERAL SERVICES,10/13/2016,$12.51,,23%,$2.88,$2.88,Successful,10/27/2016,,"109852, 109483, 109520, 109484, 109851",,,Cashiers Check,$3000,,$9.63,,0
5 Chairs,97144,GENERAL SERVICES,10/13/2016,$5.41,$0.12,23%,$1.24,$1.24,Successful,10/19/2016,,"109462, 109463, 109476, 109688, 109451",,,3686438878,$3000,,$4.17,,0
5 Chairs,97145,GENERAL SERVICES,10/13/2016,$24.15,$0.56,23%,$5.55,$5.55,Successful,10/19/2016,,"109489, 109488, 109487, 109486, 109485",,,3686438883,$3000,,$18.60,,0
4 Chairs,97146,GENERAL SERVICES,10/13/2016,$2.00,,23%,$0.46,$0.46,Successful,10/27/2016,,"109518, 109519, 109506, 109505",,,Cashiers Check,$3000,,$1.54,,0
4 Chairs,97147,GENERAL SERVICES,10/13/2016,$29.00,$0.67,23%,$6.67,$6.67,Successful,10/27/2016,,"109468, 109469, 109471, 109470",,,3687260932,$3000,,$22.33,,0
3 Chairs,97148,GENERAL SERVICES,10/13/2016,$2.00,,23%,$0.46,$0.46,Successful,10/27/2016,,"109507, 109511, 109472",,,Cashiers Check,$3000,,$1.54,,0
2 Chairs,97149,GENERAL SERVICES,10/13/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/17/2016,,"109686, 109689",,,3686220456,$3000,,$0.77,,0
2 Chairs,97150,GENERAL SERVICES,10/13/2016,$2.00,,23%,$0.46,$0.46,Successful,10/17/2016,,"109465, 109473",,,Money Order,$3000,,$1.54,,0
2 Chairs,97151,GENERAL SERVICES,10/13/2016,$8.88,$0.20,23%,$2.04,$2.04,Successful,10/27/2016,,"109464, 109474",,,3687260935,$3000,,$6.84,,0
2 Chairs,97152,GENERAL SERVICES,10/13/2016,$1.00,,23%,$0.23,$0.23,Successful,10/27/2016,,"109480, 109479",,,Cashiers Check,$3000,,$0.77,,0
2 Chairs,97154,GENERAL SERVICES,10/13/2016,$25.00,,23%,$5.75,$5.75,Successful,10/17/2016,,"109432, 109433",,,Money Order,$3000,,$19.25,,0
Kenmore Refrigerator,97155,GENERAL SERVICES,10/18/2016,$136.00,$3.13,23%,$31.28,$31.28,Successful,10/18/2016,,109620,,,3686319921,$3000,,$104.72,,0
Credenza,97156,GENERAL SERVICES,10/18/2016,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/18/2016,,109847,,,3686339171,$3000,,$24.64,,0
Credenza,97157,GENERAL SERVICES,10/18/2016,$14.40,$0.33,23%,$3.31,$3.31,Successful,10/19/2016,,109840,,,3686423543,$3000,,$11.09,,0
Luxor AV Cart,97158,GENERAL SERVICES,10/18/2016,$11.25,$0.26,23%,$2.59,$2.59,Successful,10/20/2016,,109587,,,3686527053,$3000,,$8.66,,0
Book Case,97159,GENERAL SERVICES,10/18/2016,$20.30,$0.47,23%,$4.67,$4.67,Successful,10/19/2016,,109646,,,3686423545,$3000,,$15.63,,0
Book Case,97160,GENERAL SERVICES,10/18/2016,$9.57,$0.22,23%,$2.20,$2.20,Successful,10/25/2016,,109831,,,3687009153,$3000,,$7.37,,0
Book Case,97161,GENERAL SERVICES,10/18/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/23/2016,,109642,,,3686833239,$3000,,$8.47,,0
Table,97163,GENERAL SERVICES,10/18/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/20/2016,,110045,,,3686516965,$3000,,$20.79,,0
Small Table,97164,GENERAL SERVICES,10/18/2016,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/25/2016,,109895,,,3687009161,$3000,,$3.08,,0
All-Steel File Cabinet,97165,GENERAL SERVICES,10/18/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/18/2016,P008756,109933,,,3686321248,$3000,,$12.32,,0
Hon File Cabinet,97166,GENERAL SERVICES,10/18/2016,$16.75,$0.39,23%,$3.85,$3.85,Successful,10/18/2016,P008765,109931,,,3686325564,$3000,,$12.90,,0
File Cabinet,97167,GENERAL SERVICES,10/18/2016,$18.01,$0.41,23%,$4.14,$4.14,Successful,10/18/2016,P001467,109932,,,3686325581,$3000,,$13.87,,0
File Cabinet,97168,GENERAL SERVICES,10/18/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/20/2016,P001463,109936,,,3686581650,$3000,,$8.47,,0
File Cabinet,97169,GENERAL SERVICES,10/18/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/20/2016,P001454,109935,,,3686572035,$3000,,$8.47,,0
File Cabinet,97170,GENERAL SERVICES,10/18/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/20/2016,P001484,109934,,,3686572132,$3000,,$8.47,,0
Lateral File Cabinet,97171,GENERAL SERVICES,10/18/2016,$7.26,,23%,$1.67,$1.67,Successful,10/27/2016,69119,109943,,,Cashiers Check,$3000,,$5.59,,0
Lateral File Cabinet,97172,GENERAL SERVICES,10/18/2016,$8.57,$0.20,23%,$1.97,$1.97,Successful,10/19/2016,,109942,,,3686449781,$3000,,$6.60,,0
Lateral File Cabinet,97173,GENERAL SERVICES,10/18/2016,$16.00,,23%,$3.68,$3.68,Successful,10/27/2016,,109937,,,Cashiers Check,$3000,,$12.32,,0
Desk,97174,GENERAL SERVICES,10/18/2016,$15.50,$0.36,23%,$3.57,$3.57,Successful,10/23/2016,,109814,,,3686852482,$3000,,$11.94,,0
Server Rack,97175,WATER SERVICES,10/13/2016,$78.00,$1.79,23%,$17.94,$17.94,Successful,10/17/2016,,WS-108774,,,3686202670,$3000,,$60.06,,0
"Westinghouse 40"" LCD TV",97177,POLICE STATE DRUG FUND,10/13/2016,$88.00,$2.02,23%,$20.24,$20.24,Successful,10/13/2016,,PSDF-027C-242,,,3685850015,$3000,,$67.76,,0
Love Seat & 2 Chairs,97179,DRUG TASK FORCE,10/18/2016,$460.00,,23%,$105.80,$105.80,Successful,10/31/2016,,"TF-337-006, TF-337-007A",,,Money Order,$3000,,$354.20,,0
Playstation 4 Game,97182,DRUG TASK FORCE,10/18/2016,$8.00,$0.18,23%,$1.84,$1.84,Successful,10/24/2016,,TF-337-026C,,,3686909021,$3000,,$6.16,,0
Playstation 4 Game,97184,DRUG TASK FORCE,10/18/2016,$8.00,$0.18,23%,$1.84,$1.84,Successful,10/24/2016,,TF-337-026E,,,3686909024,$3000,,$6.16,,0
2003 Ford F-450,97190,OFM-PARKS,10/13/2016,$7101.00,,23%,$1633.23,$1633.23,Successful,10/31/2016,80000415,,29 5112,,Cashiers Check,$3000,,$5467.77,,0
1996 Chevrolet Suburban,97192,POLICE STATE DRUG FUND,10/13/2016,$810.00,,23%,$186.30,$186.30,Successful,10/27/2016,,,114877,114877,Money Order,$3000,$220.00,$403.70,,0
2006 BMW 325i,97193,POLICE STATE DRUG FUND,10/13/2016,$3125.00,$71.88,23%,$718.75,$718.75,Successful,10/13/2016,,,100262,100262,3685855887,$3000,$145.00,$2261.25,,0
2007 Chevrolet Express,97194,POLICE STATE DRUG FUND,10/13/2016,$3624.00,,23%,$833.52,$833.52,Successful,10/24/2016,,,170780,107780,Cashiers Check,$3000,$135.00,$2655.48,,0
10ft. Utility Trailer,97195,SHERIFF,10/13/2016,$495.13,$11.39,23%,$113.88,$113.88,Successful,10/31/2016,,108512,,,3687586878,$3000,,$381.25,,0
Lateral File Cabinet,97196,GENERAL SERVICES,10/18/2016,$10.00,,23%,$2.30,$2.30,Successful,10/27/2016,,110028,,,Cashiers Check,$3000,,$7.70,,0
Lateral File Cabinet,97197,GENERAL SERVICES,10/18/2016,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/20/2016,,109941,,,3686571856,$3000,,$10.01,,0
Lateral File Cabinet,97198,GENERAL SERVICES,10/18/2016,$8.25,,23%,$1.90,$1.90,Successful,10/27/2016,69121,109940,,,Cashiers Check,$3000,,$6.35,,0
File Cabinet,97199,GENERAL SERVICES,10/18/2016,$15.01,$0.35,23%,$3.45,$3.45,Successful,10/18/2016,P002695,109930,,,3686325589,$3000,,$11.56,,0
Hon Book Case,97200,GENERAL SERVICES,10/18/2016,$11.12,$0.26,23%,$2.56,$2.56,Successful,10/19/2016,,109645,,,3686427665,$3000,,$8.56,,0
Hon Book Case,97201,GENERAL SERVICES,10/18/2016,$13.12,$0.30,23%,$3.02,$3.02,Successful,10/19/2016,3542,109644,,,3686427670,$3000,,$10.10,,0
Hon File Cabinet,97202,GENERAL SERVICES,10/18/2016,$16.50,$0.38,23%,$3.80,$3.80,Successful,10/18/2016,P005396,109938,,,3686325596,$3000,,$12.71,,0
Cabinet,97203,GENERAL SERVICES,10/18/2016,$28.50,$0.66,23%,$6.56,$6.56,Successful,10/19/2016,P006286,109631,,,3686423551,$3000,,$21.95,,0
Corry Jamestown Credenza,97204,GENERAL SERVICES,10/18/2016,$10.51,,23%,$2.42,$2.42,Successful,10/27/2016,,109839,,,Cashiers Check,$3000,,$8.09,,0
Credenza,97205,GENERAL SERVICES,10/18/2016,$11.80,$0.27,23%,$2.71,$2.71,Successful,10/20/2016,,109838,,,3686529487,$3000,,$9.09,,0
Cart,97206,GENERAL SERVICES,10/18/2016,$14.75,$0.34,23%,$3.39,$3.39,Successful,10/18/2016,,110057,,,3686325606,$3000,,$11.36,,0
Cart,97207,GENERAL SERVICES,10/18/2016,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/25/2016,,110056,,,3687009165,$3000,,$3.08,,0
Metal Shelf,97208,GENERAL SERVICES,10/18/2016,$44.40,$1.02,23%,$10.21,$10.21,Successful,10/23/2016,,109729,,,3686833240,$3000,,$34.19,,0
Metal Shelf,97209,GENERAL SERVICES,10/18/2016,$42.14,$0.97,23%,$9.69,$9.69,Successful,10/23/2016,,109730,,,3686833242,$3000,,$32.45,,0
LG Sound Bar,97217,POLICE STATE DRUG FUND,10/18/2016,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/20/2016,,PSDF-027A-022,,,3686572065,$3000,,$24.64,,0
2 Peak 12v Rechargeable Map Lights,97218,POLICE PROPERTY AND EVIDENCE UNCLAIMED,10/18/2016,$6.00,,23%,$1.38,$1.38,Successful,10/24/2016,,PPEU-031C-137,,,Money Order,$3000,,$4.62,,0
Frigidaire Refrigerator,97219,FIRE,10/18/2016,$5.00,$0.12,23%,$1.15,$1.15,Successful,10/27/2016,,105284,,,3687273347,$3000,,$3.85,,0
Dell Monitor,97220,SHERIFF,10/19/2016,$18.00,$0.41,23%,$4.14,$4.14,Successful,10/20/2016,,109105,,,3686539139,$3000,,$13.86,,0
Dell Monitor,97222,SHERIFF,10/19/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/27/2016,,109116,,,3687273350,$3000,,$0.77,,0
Dell Monitor,97223,SHERIFF,10/19/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/27/2016,,109123,,,3687273355,$3000,,$1.54,,0
Dell Monitor,97224,SHERIFF,10/19/2016,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/19/2016,,109114,,,3686446047,$3000,,$24.64,,0
Dell Monitor,97225,SHERIFF,10/19/2016,$8.00,$0.18,23%,$1.84,$1.84,Successful,10/20/2016,,109119,,,3686539146,$3000,,$6.16,,0
Dell Monitor,97226,SHERIFF,10/19/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/27/2016,,109112,,,3687273358,$3000,,$0.77,,0
Dell Monitor,97227,SHERIFF,10/19/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/27/2016,,109106,,,3687273369,$3000,,$1.54,,0
Dell Monitor,97228,SHERIFF,10/19/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/27/2016,,109107,,,3687273374,$3000,,$0.77,,0
16 Dell Monitors,97229,SHERIFF,10/19/2016,$39.00,$0.90,23%,$8.97,$8.97,Successful,10/20/2016,,"109125, 109122, 109124, 109129, 109126, 109128, 109104, 109118, 109115, 109127, 109121, 109113, 109108, 109109, 109110, 109111",,,3686531753,$3000,,$30.03,,0
6 Printers,97230,DISTRICT ATTORNEY,10/19/2016,$49.00,$1.13,23%,$11.27,$11.27,Successful,10/27/2016,,"DA-109346, DA-109348, DA-109350, DA-109345, DA-109349, DA-109347",,,3687287181,$3000,,$37.73,,0
Office Electronics,97231,POLICE STATE DRUG FUND,10/19/2016,$25.00,$0.58,23%,$5.75,$5.75,Successful,10/27/2016,31740201/507400,"PSDF-108343, PSDF-108349, PSDF-108339, PSDF-108352, PSDF-108351, PSDF-108350, PSDF-108348, PSDF-108361, PSDF-108340, PSDF-108341, PSDF-108407, PSDF-108360, PSDF-108406, PSDF-108359",,,3687273455,$3000,,$19.25,,0
Telephones,97232,ITS,10/19/2016,$97.00,$2.23,23%,$22.31,$22.31,Successful,10/19/2016,,109420,,,3686435246,$3000,,$74.69,,0
Electric Pallet Jack,97234,SHERIFF,10/19/2016,$78.80,$1.81,23%,$18.12,$18.12,Successful,10/21/2016,,109382,,,3686656202,$3000,,$60.68,,0
